noc,job,workers,minEduc,yearsStudy,automationRisk,totalSkill,industry,cluster,sector,wage,skillsComp,skillsLogi,skillsMath,skillsLang,s1 Data Analysis,s2 Decision Making,s3 Finding Information,s4 Job Task Planning and Organizing,s5 Measurement and Calculation,s6 Money Math,s7 Numerical Estimation,s8 Oral Communication,s9 Problem Solving,s10 Reading,s11 Scheduling or Budgeting and Accounting,s12 Digital Technology,s13 Document Use,s14 Writing,s15 Critical Thinking,f1 Science & Agriculture,f2 Engineering,f3 Humanities,f4 Social Science,f5 Fine Arts,f6 Math And Computer Science,f7 Arts & Education,f8 Education   (teacher training)                      ,f9 Law,f10 Health,"f11 Health, Nursing & Clinical Laboratory",f12 Business,"f13 Medical, Dental & Veterinary",d1 Agriculture & Biological Science                    ,d2 Forestry                                            ,d3 Architecture & Landscape Architecture               ,d4 Humanities                                          ,d5 Social Sciences                                     ,d6 Fine & Applied Arts                                 ,d7 Computer Science                                    ,d8 Other Arts & Science                                ,d9 Education   (teacher training)                      ,d10 Engineering                                         ,d11 Law                                                 ,d12 Mathematics                                         ,d13 Kinesiology / Recreation / Physical Education       ,d14 Theology                                            ,d15 Physical Sciences                                   ,d16 Therapy & Rehabilitation                            ,"d17 Health, Nursing & Clinical Laboratory",d18 Business & Commerce                                 ,"d19 Medical, Dental & Veterinary"
7234,Boilermakers,640,0,1.384615385,0.68,138,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",39.43,37,35,20,46,5,9,6,3,7,3,4,14,9,19,5,15,18,12,7,0,0,0,0,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0,0,0,0,0,0,0,0,0
7235,Structural metal and platework fabricators and fitters,875,0,1.25,0.41,142,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",22,39,36,20,48,5,10,7,3,7,3,4,15,10,19,6,16,17,13,7,0,20,0,0,0,0,855,0,0,0,0,0,0,0,0,0,0,0,0,0,855,0,20,0,0,0,0,0,0,0,0,0
7236,Ironworkers,1870,0,1.277777778,0.865,129,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",36.75,35,33,19,42,4,9,6,3,7,3,4,13,9,18,4,13,18,11,6,115,0,0,0,0,0,1725,0,30,0,0,0,0,0,0,0,0,0,0,0,1725,0,0,30,0,0,0,115,0,0,0,0
7237,Welders and related machine operators,14245,0,1.747126437,0.94,119,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",22,33,30,18,39,3,9,6,3,7,3,4,13,8,17,4,12,18,9,5,985,835,0,0,0,40,12255,0,90,0,0,40,0,0,0,0,0,0,0,40,12255,0,835,90,0,0,0,985,0,0,40,0
7241,Electricians (except industrial and power system),25140,2,2.043010753,0.15,155,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",32,49,38,19,49,7,8,9,3,10,5,2,20,8,21,2,24,18,8,10,605,3255,0,0,40,0,20795,0,215,0,0,230,0,0,0,0,0,0,40,0,20795,0,3255,215,0,0,0,605,0,0,230,0
7242,Industrial electricians,7940,2,2.217391304,0.15,160,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",33,56,41,22,41,6,13,6,2,10,3,5,14,10,19,4,32,18,8,10,230,1760,0,0,0,0,5950,0,0,0,0,0,0,0,0,0,0,0,0,0,5950,0,1760,0,0,0,0,230,0,0,0,0
7243,Appliance servicers and repairers,2280,1,1.67545639,0.435,126.5,"Trades, transport and equipment operators and related occupations",3,Maintenance and equipment operation trades,26.70692784,34.5,35,16.5,40,4.5,9,5,2.5,5,4,3,13,11,16.5,4.5,14.5,15.5,10.5,7.5,0,260,0,0,0,0,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,0,260,0,0,0,0,0,0,0,0,0
7244,Electrical power line and cable workers,2225,2,1.619047619,0.097,126,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",34.79,29,36,23,38,2,17,0,2,16,1,6,21,17,17,0,5,22,0,0,30,240,0,0,0,0,1955,0,0,0,0,0,0,0,30,0,0,0,0,0,1955,0,240,0,0,0,0,0,0,0,0,0
7245,Telecommunications line and cable workers,1455,0,2,0.49,142,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",27.84261566,38,36,20,47,5,10,7,3,7,3,4,15,9,19,6,16,17,13,7,145,805,0,0,0,105,330,0,70,0,0,0,0,0,0,0,0,0,0,105,330,0,805,70,0,0,0,145,0,0,0,0
7246,Telecommunications installation and repair workers,2830,2,2.140625,0.36,128,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",30.56863004,45,32,16,35,3,7,5,2,7,4,3,12,7,16,2,23,19,7,11,305,1800,0,50,45,135,145,0,80,0,0,270,0,0,55,0,0,50,45,135,145,0,1800,80,0,0,0,250,0,0,270,0
7251,Animal health technologists and veterinary technicians,14805,2,2.404853129,0.1895,144,Health occupations,8,Technical occupations in health,24.20570419,43.5,36.5,22,42,5.5,6,7,4.5,10.5,4,4.5,14.5,10,21,3,17.5,20.5,6.5,9,100,410,0,15,20,0,10600,0,65,0,0,200,0,0,0,0,0,15,20,0,10600,0,410,65,0,0,0,100,0,0,200,0
7252,"Steamfitters, pipefitters and sprinkler system installers                                                            ",4075,0,1.464285714,0.35,154,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",30.0704112,40,32,30,52,4,7,10,3,15,3,7,19,12,19,5,6,30,14,0,165,40,0,0,0,0,3735,0,120,0,0,15,0,0,0,20,0,0,0,0,3735,0,20,120,0,0,0,165,0,0,15,0
7253,Gas fitters,2730,2,1.46875,0.35,214,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",34.33668924,51,64,36,63,13,18,13,3,16,5,6,22,15,26,9,14,24,15,15,360,1015,0,0,0,0,1355,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,0,1015,0,0,0,0,360,0,0,0,0
7282,Concrete finishers,255,2,1.111111111,0.94,114,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",34.65,33,32,13,36,3,9,6,2,6,0,3,10,8,19,4,19,11,7,7,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0
7283,Carpenters,19280,2,1.495280676,0.735,133,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",30.5,34,29.5,24.5,45,1.5,8,7,3,10,4,7,18,8,17,3.5,11,21.5,10,3.5,0,0,0,0,0,0,400,0,30,0,0,0,0,0,0,0,0,0,0,0,400,0,0,30,0,0,0,0,0,0,0,0
7284,"Plasterers, drywall installers and finishers and lathers                                                             ",2780,2,1.255319149,0.84,138,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",34,29,25,29,55,2,12,5,3,13,5,7,23,5,24,4,3,24,8,0,145,70,20,0,0,0,2500,0,20,0,0,25,0,0,0,0,20,0,0,0,2500,0,70,20,0,0,0,145,0,0,25,0
7291,Roofers and shinglers,770,2,1.210526316,0.9,108,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",29,18,39,21,30,1,7,7,4,9,4,5,12,12,15,3,4,13,3,9,0,20,0,0,0,0,675,0,75,0,0,0,0,0,0,0,0,0,0,0,675,0,20,75,0,0,0,0,0,0,0,0
7292,Glaziers,725,2,1.272727273,0.73,159,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",26.52,31,40,30,58,0,13,9,3,14,4,6,21,15,25,6,2,29,12,0,0,0,0,0,0,0,725,0,0,0,0,0,0,0,0,0,0,0,0,0,725,0,0,0,0,0,0,0,0,0,0,0
7293,Insulators,935,2,1.272727273,0.83,106,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",32,17,25,17,47,0,10,2,3,15,0,2,15,10,23,0,2,15,9,0,0,15,0,0,0,0,895,0,25,0,0,0,0,0,0,0,0,0,0,0,895,0,15,25,0,0,0,0,0,0,0,0
7294,Agricultural and fish products inspectors,2875,2,3.295698925,0.93,131.5,Natural and applied sciences and related occupations,6,Technical occupations related to natural and applied sciences,27.04,30.5,37,17,47,4.5,13.5,6.5,2.5,8,2,3,15,10,21.5,4,9.5,16.5,10.5,4.5,195,105,55,35,205,0,1705,0,100,15,35,290,0,0,0,0,55,35,205,0,1705,0,105,100,0,15,0,195,0,35,290,0
7295,Floor covering installers,615,2,1.066666667,0.803,102,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",29.71,35,20,23,24,1,4,2,3,7,4,9,8,4,14,3,20,14,2,7,30,0,0,0,30,0,530,0,0,0,0,25,0,0,0,0,0,0,30,0,530,0,0,0,0,0,0,30,0,0,25,0
7301,"Contractors and supervisors, mechanic trades                                                                         ",2765,0,1.673913043,0.676,133,"Trades, transport and equipment operators and related occupations",3,Maintenance and equipment operation trades,28,36,34,19,44,5,9,6,3,7,3,4,14,9,18,5,14,18,12,6,2245,230,0,0,0,0,260,0,0,0,0,30,0,0,0,0,0,0,0,0,260,0,230,0,0,0,0,2245,0,0,30,0
7302,"Contractors and supervisors, heavy equipment operator crews                                                          ",2035,0,1.576271186,0.719,135,"Trades, transport and equipment operators and related occupations",3,Maintenance and equipment operation trades,35,37,34,20,44,5,9,6,3,7,3,4,14,9,19,5,14,18,12,7,540,560,0,15,0,0,770,0,85,0,0,65,0,0,0,25,0,15,0,0,770,0,535,85,0,0,0,540,0,0,65,0
7303,"Camera, platemaking and other prepress occupations",605,0.5,1.762820513,0.503,148.5,Occupations in manufacturing and utilities,7,Processing and manufacturing machine operators and related production workers,25.135,44,34,21,50,5,9.5,5.5,3,8,3,5,16,11,17.5,5.5,18,21,16.5,4.5,0,0,0,0,165,0,0,0,0,0,0,15,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,15,0
7305,"By-law enforcement and other regulatory officers, n.e.c.                                                             ",1255,0,2.187134503,0.5295,143.5,"Occupations in education, law and social, community and government services",5,"Care providers and educational, legal and public protection support occupations",32.11954594,39,36,20,48,5.5,9.5,6.5,3,7,3,4.5,15,9.5,19.5,5.5,16.5,17,13.5,7,75,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,140,0
7311,Construction millwrights and industrial mechanics,19565,2,1.984251969,0.63,136,"Trades, transport and equipment operators and related occupations",3,Maintenance and equipment operation trades,29.5,45,33,17,41,6,6,7,2,10,2,3,14,7,17,2,20,19,10,11,15305,2485,0,0,0,20,1550,0,75,30,0,100,0,0,30,0,0,0,0,20,1550,0,2485,75,0,30,0,15275,0,0,100,0
7312,Heavy-duty equipment mechanics,5945,2,1.616666667,0.67,129,"Trades, transport and equipment operators and related occupations",3,Maintenance and equipment operation trades,28.85,43,28,13,45,6,6,6,2,6,1,3,12,6,24,3,23,14,9,8,5370,285,0,0,0,0,290,0,0,0,0,0,0,405,0,0,0,0,0,0,290,0,285,0,0,0,0,4965,0,0,0,0
7313,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",16030,1,2.430674847,0.71,137.5,"Business, finance and administration occupations",4,Administrative and financial supervisors and administrative occupations,28,40.5,35,23,39,5,7,8,3,10,4.5,5,12.5,9,18,3.5,17.5,18,9,8.5,6025,1600,0,0,0,0,895,0,50,0,0,20,0,0,0,0,0,0,0,0,895,0,1600,50,0,0,0,6025,0,0,20,0
7314,Railway carmen/women,310,2,1.181818182,0.735,103,"Trades, transport and equipment operators and related occupations",3,Maintenance and equipment operation trades,31.76,28,28,17,30,3,8,6,2,11,2,3,11,7,12,1,10,15,7,5,240,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,240,0,0,0,0
7315,Aircraft mechanics and aircraft inspectors,2285,2,2.193548387,0.71,121,"Trades, transport and equipment operators and related occupations",3,Maintenance and equipment operation trades,23,36,34,15,36,6,8,6,2,9,0,4,10,7,17,2,10,20,9,11,1840,370,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,370,0,0,0,0,1840,0,0,0,0
7316,Machine fitters,365,2,1.666666667,0.81,102,"Trades, transport and equipment operators and related occupations",3,Maintenance and equipment operation trades,23,28,30,17,27,4,12,5,2,13,0,4,11,5,12,0,4,20,4,6,195,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,195,0,0,0,0
7318,Elevator constructors and mechanics,1060,2,1.473684211,0.39,114,"Trades, transport and equipment operators and related occupations",3,Maintenance and equipment operation trades,29.65234643,22,39,13,40,2,11,5,3,5,1,3,10,14,21,4,7,13,9,6,145,115,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,115,0,0,0,0,145,0,0,0,0
7322,Motor vehicle body repairers,4060,2,1.380952381,0.73,99,"Trades, transport and equipment operators and related occupations",3,Maintenance and equipment operation trades,21,19,33,11,36,1,9,4,2,4,3,2,12,11,19,2,8,10,5,7,3945,0,0,0,0,0,80,0,15,0,0,20,0,0,0,0,0,0,0,0,80,0,0,15,0,0,0,3945,0,0,20,0
7331,Oil and solid fuel heating mechanics,240,2,1,0.65,114,"Trades, transport and equipment operators and related occupations",3,Maintenance and equipment operation trades,24,30,34,20,30,8,11,4,2,9,6,5,8,10,14,0,8,14,8,7,185,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,185,0,0,0,0
7333,Electrical mechanics,290,0,1.625,0.707,131,"Trades, transport and equipment operators and related occupations",3,Maintenance and equipment operation trades,26,36,33,19,43,4,9,6,3,7,3,4,14,9,18,5,14,17,11,6,65,120,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,120,0,0,0,0,65,0,0,0,0
7334,"Motorcycle, all-terrain vehicle and other related mechanics                                                          ",1110,0,1.352941176,0.79,103,"Trades, transport and equipment operators and related occupations",3,Maintenance and equipment operation trades,25.85706521,27,31,21,24,4,7,0,2,11,4,5,6,7,11,1,8,15,7,15,1085,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1085,0,0,0,0
7335,Other small engine and small equipment repairers,460,2,1.375,0.93,92,"Trades, transport and equipment operators and related occupations",3,Maintenance and equipment operation trades,16,29,18,21,24,6,3,2,2,6,4,3,8,4,11,8,10,13,5,7,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0
7361,Railway and yard locomotive engineers,480,2,1.25,0.91,75,"Trades, transport and equipment operators and related occupations",3,Maintenance and equipment operation trades,40.14,19,16,7,33,1,3,4,2,2,0,4,9,2,20,1,2,16,4,5,15,15,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,15,0,0,0,0,15,0,0,0,0
7362,Railway conductors and brakemen/women,235,0,1.5,0.83,127,"Trades, transport and equipment operators and related occupations",3,Maintenance and equipment operation trades,28.25,35,32,19,41,4,9,6,3,7,3,4,13,9,18,4,13,18,11,6,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0
7371,Crane operators,1515,2,1.307692308,0.9,138,"Trades, transport and equipment operators and related occupations",3,Maintenance and equipment operation trades,30.45,46,33,22,37,4,11,4,2,12,5,5,12,8,17,0,16,26,8,8,385,0,0,0,0,0,1105,0,25,0,0,0,0,0,0,0,0,0,0,0,1105,0,0,25,0,0,0,385,0,0,0,0
7372,"Drillers and blasters - surface mining, quarrying and construction                                                   ",50,0,1,0.665,135,"Trades, transport and equipment operators and related occupations",3,Maintenance and equipment operation trades,24.55815389,37,34,20,45,5,9,6,3,7,3,4,14,9,19,5,15,17,12,7,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
7373,Water well drillers,35,2,1,0.84,114,"Trades, transport and equipment operators and related occupations",3,Maintenance and equipment operation trades,24.1840284,23,31,24,36,3,7,4,2,8,5,5,12,9,16,6,4,16,8,9,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0
7381,Architects,6670,1,2.572173913,0.424,162.5,Natural and applied sciences and related occupations,6,Professional occupations in natural and applied sciences,27.595,45,47,21,49.5,5,13,8,2.5,7.5,2,5.5,15.5,12,20.5,6.5,17,23,13.5,11,315,15,0,0,810,0,40,0,25,0,0,15,0,0,0,0,0,0,810,0,40,0,15,25,0,0,0,315,0,0,15,0
7384,"Other trades and related occupations, n.e.c.                                                                         ",540,0,1.277777778,0.762,126,"Trades, transport and equipment operators and related occupations",3,Maintenance and equipment operation trades,21,34,32,18,42,4,9,6,3,7,3,4,13,9,17,5,13,17,11,6,360,0,0,0,0,0,180,0,0,0,0,0,0,60,0,0,0,0,0,0,180,0,0,0,0,0,0,300,0,0,0,0
7441,Residential and commercial installers and servicers,3440,0,1.79,0.666,140,"Trades, transport and equipment operators and related occupations",3,"Other installers, repairers and servicers and material handlers",20,35,34,35,36,0,12,5,6,22,4,6,10,11,18,3,2,33,8,0,715,555,40,15,95,50,1315,45,275,0,0,335,0,65,35,0,20,15,95,50,1315,45,555,275,0,0,20,615,0,0,335,0
7442,Waterworks and gas maintenance workers,185,1,1.3,0.485,119,"Trades, transport and equipment operators and related occupations",3,"Other installers, repairers and servicers and material handlers",29.55,38,33,13,35,1,11,8,6,6,2,3,9,8,18,2,7,30,8,0,65,50,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,50,0,0,0,0,65,0,0,0,0
7444,Pest controllers and fumigators,160,1,1.4,0.66,125,"Trades, transport and equipment operators and related occupations",3,"Other installers, repairers and servicers and material handlers",20.28,33,32,16,44,5,9,9,6,5,6,3,12,8,16,2,9,19,16,0,160,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7445,Other repairers and servicers,405,1,1.8,0.5,101,"Trades, transport and equipment operators and related occupations",3,"Other installers, repairers and servicers and material handlers",18,17,30,17,37,2,11,7,3,4,6,5,9,9,17,2,4,11,11,0,125,125,0,0,20,0,110,0,25,0,0,0,0,0,0,0,0,0,20,0,110,0,125,25,0,0,0,125,0,0,0,0
7452,Material handlers,15930,1,2.356083086,0.85,87,"Trades, transport and equipment operators and related occupations",3,"Other installers, repairers and servicers and material handlers",15,25,27,12,23,0,11,6,2,6,1,3,7,8,9,2,5,20,7,0,2040,2055,360,475,620,660,4400,240,1015,165,495,3405,0,85,125,0,360,475,620,660,4400,240,2055,1015,0,100,0,1830,65,495,3405,0
7511,Transport truck drivers,29285,0,2.203804348,0.79,125,"Trades, transport and equipment operators and related occupations",3,Transport and heavy equipment operation and related maintenance occupations,20,34,32,18,41,4,9,6,3,7,3,4,13,9,17,4,13,17,10,5,6450,3325,55,340,400,765,13860,305,840,20,260,2665,0,880,145,0,55,340,400,765,13860,305,3325,840,0,20,0,5425,0,260,2665,0
7513,Taxi and limousine drivers and chauffeurs,5240,0,2.795774648,0.89,117,"Trades, transport and equipment operators and related occupations",3,Transport and heavy equipment operation and related maintenance occupations,13,32,30,17,38,3,9,6,3,7,3,4,13,8,16,4,11,17,9,5,640,1165,20,355,65,155,1370,65,190,0,35,1180,0,0,0,0,20,355,65,155,1370,65,1165,190,0,0,0,640,0,35,1180,0
7514,Delivery and courier service drivers,6485,0,2.126582278,0.69,127,"Trades, transport and equipment operators and related occupations",3,Transport and heavy equipment operation and related maintenance occupations,15,35,32,18,42,4,9,6,3,7,3,4,14,9,17,5,13,17,11,5,1000,670,0,250,145,220,2080,25,595,35,215,1250,0,40,20,20,0,250,145,220,2080,25,650,595,0,35,0,940,0,215,1250,0
7521,Heavy equipment operators (except crane),4455,0,1.467741935,0.892,125,"Trades, transport and equipment operators and related occupations",3,Transport and heavy equipment operation and related maintenance occupations,31.5,34,32,18,41,4,9,6,3,7,3,4,13,9,18,4,12,18,10,6,860,105,0,0,0,15,3325,0,80,0,0,70,0,45,15,0,0,0,0,15,3325,0,105,80,0,0,0,800,0,0,70,0
7522,Public works maintenance equipment operators and related workers,1410,0,1.4,0.9,127,"Trades, transport and equipment operators and related occupations",3,Transport and heavy equipment operation and related maintenance occupations,20.14759093,35,32,19,42,4,9,6,3,7,3,4,13,9,17,5,13,18,11,6,485,35,0,0,0,0,835,0,55,0,0,0,0,125,100,0,0,0,0,0,835,0,35,55,0,0,0,260,0,0,0,0
7531,Railway yard and track maintenance workers,75,0,1,0.895,123,"Trades, transport and equipment operators and related occupations",3,Transport and heavy equipment operation and related maintenance occupations,26.01,34,31,18,40,4,9,6,3,7,3,4,13,8,17,4,12,18,10,5,20,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,20,0,0,0,0
7532,Water transport deck and engine room crew,15,0,2,0.86,125,"Trades, transport and equipment operators and related occupations",3,Transport and heavy equipment operation and related maintenance occupations,26.87,34,32,18,41,4,9,6,3,7,3,4,13,9,17,4,12,18,10,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
7534,Air transport ramp attendants,85,0,1.75,0.99,117,"Trades, transport and equipment operators and related occupations",3,Transport and heavy equipment operation and related maintenance occupations,21,32,30,17,38,3,9,6,3,7,3,4,12,8,16,4,11,18,9,5,15,0,0,0,0,0,45,0,0,0,0,25,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,15,0,0,25,0
7535,Other automotive mechanical installers and servicers,625,0,1.333333333,0.59,130,"Trades, transport and equipment operators and related occupations",3,Transport and heavy equipment operation and related maintenance occupations,13.25,36,33,19,43,4,9,6,3,6,3,4,14,9,18,5,14,17,12,6,455,0,0,0,0,0,120,0,50,0,0,0,0,0,0,0,0,0,0,0,120,0,0,50,0,0,0,455,0,0,0,0
7611,Construction trades helpers and labourers,13595,1,1.91322314,0.88,98,"Trades, transport and equipment operators and related occupations",3,"Trades helpers, construction labourers and related occupations",20,27,26,16,29,3,8,5,2,7,1,4,8,5,15,4,14,10,6,6,1725,1505,135,210,280,240,7485,0,695,140,155,1025,0,95,35,100,135,210,280,240,7485,0,1405,695,0,100,0,1595,40,155,1025,0
7612,Other trades helpers and labourers,130,1,1.5,0.88,100,"Trades, transport and equipment operators and related occupations",3,"Trades helpers, construction labourers and related occupations",17,27,27,17,29,3,9,5,2,7,1,5,8,5,15,4,14,10,6,6,0,20,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,20,0,0,0,0,0,0,0,0,0
7621,Public works and maintenance labourers,1245,1,1.756756757,0.898,108,"Trades, transport and equipment operators and related occupations",3,"Trades helpers, construction labourers and related occupations",18.75,35,27,15,31,1,12,4,4,3,3,7,10,7,15,2,9,25,6,0,365,95,0,0,15,0,495,0,175,0,0,100,0,35,0,0,0,0,15,0,495,0,95,175,0,0,0,330,0,0,100,0
8211,"Bus drivers, subway operators and other transit operators                                                            ",9950,1,2.06680162,0.6885,142,"Trades, transport and equipment operators and related occupations",3,Transport and heavy equipment operation and related maintenance occupations,27.01685071,33.5,41,22.5,44.5,4,11,7,3,5.5,5,5.5,13.5,10.5,19,6.5,13,17,11.5,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8221,"Butchers, meat cutters and fishmongers - retail and wholesale                                                        ",1165,1,1.392307693,0.55,108,Sales and service occupations,9,Service supervisors and specialized service occupations,24.40835367,30,26,14,38,4,5.5,6.5,3,5,1.5,4,9.5,6.5,19.5,3.5,10.5,15,9,5,55,180,0,0,0,0,35,0,0,0,0,40,0,0,0,0,0,0,0,0,35,0,180,0,0,0,0,55,0,0,40,0
8231,Chain saw and skidder operators,1885,0.5,1.25862069,0.7125,122.5,"Natural resources, agriculture and related production occupations",10,"Workers in natural resources, agriculture and related production",23.90194801,31,33,17,42,2.5,10.5,5.5,3,6.5,2,5,14.5,10.5,18,3,7.5,21,9.5,3.5,185,1345,0,0,0,10,250,0,85,0,0,0,0,0,0,0,0,0,0,10,250,0,1345,85,0,0,0,185,0,0,0,0
8232,"Oil and gas well drillers, servicers, testers and related workers                                                    ",30,0,1.5,0.772,132,"Natural resources, agriculture and related production occupations",10,"Supervisors and technical occupations in natural resources, agriculture and related production",22.54994012,36,33,19,43,4,9,6,3,7,3,4,14,9,18,5,14,17,11,6,0,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0
8241,Logging machinery operators,155,0,1,0.79,131,"Natural resources, agriculture and related production occupations",10,"Supervisors and technical occupations in natural resources, agriculture and related production",22.21210976,36,33,19,43,4,9,6,3,7,3,4,14,9,18,5,14,17,11,6,95,0,0,0,0,0,60,0,0,0,0,0,0,0,95,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0
8252,"Agricultural service contractors, farm supervisors and specialized livestock workers                                 ",130,0,2,0.57,139,"Natural resources, agriculture and related production occupations",10,"Supervisors and technical occupations in natural resources, agriculture and related production",26.34114742,38,35,20,46,5,9,6,3,7,3,4,15,9,19,6,15,17,13,7,100,0,0,0,0,0,0,0,0,0,30,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services                              ",1150,2,1.96,0.57,186,"Natural resources, agriculture and related production occupations",10,"Supervisors and technical occupations in natural resources, agriculture and related production",21,48,46,44,48,6,13,6,4,12,4,6,17,11,15,22,25,17,16,12,925,0,0,0,85,0,75,0,20,20,0,25,0,830,50,0,0,0,85,0,75,0,0,20,0,20,0,45,0,0,25,0
8411,Underground mine service and support workers,80,1,1.25,0.37,109,"Natural resources, agriculture and related production occupations",10,"Workers in natural resources, agriculture and related production",30.89930359,36,30,12,31,1,6,7,2,5,0,5,10,8,15,2,17,18,6,7,15,50,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,50,0,0,0,0,15,0,0,0,0
8422,Silviculture and forestry workers,60,1,2,0.008,124,"Natural resources, agriculture and related production occupations",10,"Workers in natural resources, agriculture and related production",21.08,36,37,15,36,3,9,5,2,4,2,5,10,13,16,4,14,19,10,8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8431,General farm workers,2545,1,1.956521739,0.87,120,"Natural resources, agriculture and related production occupations",10,"Workers in natural resources, agriculture and related production",13,34,29,24,33,4,7,6,2,8,7,3,8,8,20,6,19,11,5,6,1315,0,0,30,30,0,525,85,115,35,255,155,0,1075,0,0,0,30,30,0,525,85,0,115,0,35,0,240,0,255,155,0
8432,Nursery and greenhouse workers,385,1,1.916666667,0.87,114,"Natural resources, agriculture and related production occupations",10,"Workers in natural resources, agriculture and related production",13,30,28,15,41,4,8,5,2,5,3,3,12,7,22,4,16,10,7,6,165,0,0,0,0,0,135,0,55,0,15,15,0,165,0,0,0,0,0,0,135,0,0,55,0,0,0,0,0,15,15,0
8612,Landscaping and grounds maintenance labourers,9410,1,2.362745098,0.95,95,"Natural resources, agriculture and related production occupations",10,"Harvesting, landscaping and natural resources labourers",15,31,25,10,29,0,8,4,2,3,3,2,8,3,14,2,17,14,7,8,3005,530,175,585,460,55,1830,165,570,450,160,1425,0,2010,225,120,140,585,460,55,1830,165,410,570,0,450,35,770,0,160,1425,0
